id,rater,allies,coffee,conflict,decisions,expertise,farming,feared,fighting,honey,hunting,intelligent,kin,likable,parenting,prosocial,respect,spouse,age_estimated,ratee_sex,rater_sex,se_allies,se_coffee,se_conflict,se_decisions,se_expertise,se_farming,se_feared,se_fighting,se_honey,se_hunting,se_intelligent,se_kin,se_likable,se_parenting,se_prosocial,se_respect,se_spouse
2967.633333333333,rater_4,0.14705882352941177,0.08823529411764706,0.5,0.5882352941176471,0.4705882352941176,0.6176470588235294,0.4117647058823529,0.08823529411764706,0.5588235294117647,0.29411764705882354,0.2647058823529412,0.3235294117647059,0.6764705882352942,0,0.5,0.4705882352941176,0,30,male,female,0.0908894285122114,0.10041976932238536,0.08530658079562044,0.12117463802585166,0.06425926062515196,0.07943636406089202,0.14447319797436686,0.20255873540911504,0.07835653721289064,0.02430367598371462,0.1487716804948479,0.2660409146081208,0.08847242124393041,0,0.04277637270643038,0.13625655506951884,0
2967.633333333333,rater_7,0.24242424242424243,0,0.21212121212121213,0.0303030303030303,0.3333333333333333,0.48484848484848486,0.6363636363636364,0.8484848484848485,0.3939393939393939,0.3939393939393939,0.21212121212121213,0,0.3636363636363637,0,0.5757575757575758,0.6363636363636364,0,30,male,male,0.0908894285122114,0.10041976932238536,0.08530658079562044,0.12117463802585166,0.06425926062515196,0.07943636406089202,0.14447319797436686,0.20255873540911504,0.07835653721289064,0.02430367598371462,0.1487716804948479,0.2660409146081208,0.08847242124393041,0,0.04277637270643038,0.13625655506951884,0
2967.633333333333,rater_3,0.5454545454545454,0.30303030303030304,0.42424242424242425,0.4545454545454546,0.6363636363636364,0.42424242424242425,0.18181818181818185,0,0.24242424242424243,0.30303030303030304,0.8484848484848485,0.9090909090909092,0.7575757575757576,0,0.6129032258064516,0.8181818181818182,0,30,male,male,0.0908894285122114,0.10041976932238536,0.08530658079562044,0.12117463802585166,0.06425926062515196,0.07943636406089202,0.14447319797436686,0.20255873540911504,0.07835653721289064,0.02430367598371462,0.1487716804948479,0.2660409146081208,0.08847242124393041,0,0.04277637270643038,0.13625655506951884,0
2967.633333333333,rater_6,0.4411764705882353,0.4411764705882353,0.6176470588235294,0.2647058823529412,0.4117647058823529,0.2352941176470588,0.8529411764705882,0.5882352941176471,0.5757575757575758,0.29411764705882354,0.5882352941176471,NA,0.5,0,0.7058823529411765,0.17647058823529413,0,30,male,female,0.0908894285122114,0.10041976932238536,0.08530658079562044,0.12117463802585166,0.06425926062515196,0.07943636406089202,0.14447319797436686,0.20255873540911504,0.07835653721289064,0.02430367598371462,0.1487716804948479,0.2660409146081208,0.08847242124393041,0,0.04277637270643038,0.13625655506951884,0
2968.2,rater_1,0.21212121212121213,NA,0.7272727272727273,0.5151515151515151,0.696969696969697,0.3333333333333333,0.3636363636363637,0.3939393939393939,0.07575758,0.1060606,0.6666666666666666,NA,0.2727272727272727,0.5769230769230769,NA,0.5454545454545454,0.5925925925925926,45,male,male,0.16130737787645513,0.06829677026976119,0.16390505185683832,0.17769073494835202,0.08984733432665529,0.20021133223934448,0.1424772804204976,0.08413023224565137,0.16199692063116578,0.08822282107661696,0.174981630536871,0.24799099327013951,0.15488031864632557,0.11199882888934076,0.25994261928554613,0.14400353421572115,0.06141897759917408
2968.2,rater_4,0.6470588235294118,0.17647058823529413,0.2647058823529412,0.29411764705882354,0.5,0.02941176470588235,0.3235294117647059,0.1176470588235294,0.7058823529411765,0.4117647058823529,0.0588235294117647,0.14705882352941177,0.7058823529411765,0.4230769230769231,0.2058823529411765,0.4411764705882353,0.4444444444444444,45,male,female,0.16130737787645513,0.06829677026976119,0.16390505185683832,0.17769073494835202,0.08984733432665529,0.20021133223934448,0.1424772804204976,0.08413023224565137,0.16199692063116578,0.08822282107661696,0.174981630536871,0.24799099327013951,0.15488031864632557,0.11199882888934076,0.25994261928554613,0.14400353421572115,0.06141897759917408
2968.2,rater_3,1,0.2727272727272727,1,1,0.5151515151515151,0.6060606060606061,0.8484848484848485,0,0.12121212121212122,0.12121212121212122,0.8787878787878788,1,1,0.92,1,0.30303030303030304,0.7037037037037037,45,male,male,0.16130737787645513,0.06829677026976119,0.16390505185683832,0.17769073494835202,0.08984733432665529,0.20021133223934448,0.1424772804204976,0.08413023224565137,0.16199692063116578,0.08822282107661696,0.174981630536871,0.24799099327013951,0.15488031864632557,0.11199882888934076,0.25994261928554613,0.14400353421572115,0.06141897759917408
2968.2,rater_6,0.5882352941176471,0.4117647058823529,0.9117647058823528,1,0.8823529411764706,0.9705882352941176,0.8235294117647058,0.2352941176470588,0,0,0.6176470588235294,0.48484848484848486,0.8235294117647058,0.8076923076923077,0.9705882352941176,0.9705882352941176,0.7037037037037037,45,male,female,0.16130737787645513,0.06829677026976119,0.16390505185683832,0.17769073494835202,0.08984733432665529,0.20021133223934448,0.1424772804204976,0.08413023224565137,0.16199692063116578,0.08822282107661696,0.174981630536871,0.24799099327013951,0.15488031864632557,0.11199882888934076,0.25994261928554613,0.14400353421572115,0.06141897759917408
2975,rater_4,0.29411764705882354,0.7352941176470589,0.7058823529411765,0.4705882352941176,0.5294117647058824,0.6764705882352942,0.7352941176470589,0.14705882352941177,0.4117647058823529,0.6764705882352942,0.7352941176470589,0.38235294117647056,0.7352941176470589,0,0.6764705882352942,0.4117647058823529,0.7037037037037037,20,male,female,0.1261415098384338,0.07911080489137357,0.11582969447598691,0.079254712650309,0.0545521531892714,0.09182916668870073,0.07894188495573669,0.12285908388166655,0.07046208501151058,0.06404163505231127,0.09770783405112284,0.1307582998974776,0.06777393637956729,0,0.14944924988017733,0.11965339394195763,0.05418051421602887
2975,rater_7,0.6666666666666666,0.5454545454545454,0.48484848484848486,0.3636363636363637,0.6666666666666666,0.3636363636363637,0.696969696969697,0.6666667,0.2727272727272727,0.3333333333333333,0.5454545454545454,0.7272727272727273,0.3939393939393939,0,0,0.6666666666666666,0.5185185185185185,20,male,male,0.1261415098384338,0.07911080489137357,0.11582969447598691,0.079254712650309,0.0545521531892714,0.09182916668870073,0.07894188495573669,0.12285908388166655,0.07046208501151058,0.06404163505231127,0.09770783405112284,0.1307582998974776,0.06777393637956729,0,0.14944924988017733,0.11965339394195763,0.05418051421602887
